source,listing_id,detail_url,search_url,area_m2,is_furnished,bedrooms,region,address,photo_id,subtitle,label,image_url,image_path,downloaded,bytes
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813634,Detalhe cozinha,cozinha,https://www.quintoandar.com.br/img/med/892937132-112.19465529319316IMG0173.jpg,data/external/quintoandar/images/cozinha/892937132_033_3813634_detalhe_cozinha.jpg,True,25901
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813635,Quarto de Serviço 1,quarto,https://www.quintoandar.com.br/img/med/892937132-329.4069967855846IMG0174.jpg,data/external/quintoandar/images/quarto/892937132_034_3813635_quarto_de_servico_1.jpg,True,21050
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813636,Quarto de Serviço 1,quarto,https://www.quintoandar.com.br/img/med/892937132-988.0479108568233IMG0175.jpg,data/external/quintoandar/images/quarto/892937132_035_3813636_quarto_de_servico_1.jpg,True,13807
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813637,Banheiro de Serviço 1,banheiro,https://www.quintoandar.com.br/img/med/892937132-99.17942133968793IMG0176.jpg,data/external/quintoandar/images/banheiro/892937132_036_3813637_banheiro_de_servico_1.jpg,True,12611
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813638,Banheiro de Serviço 1,banheiro,https://www.quintoandar.com.br/img/med/892937132-339.2303805928701IMG0177.jpg,data/external/quintoandar/images/banheiro/892937132_037_3813638_banheiro_de_servico_1.jpg,True,9331
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813639,Detalhe banheiro de serviço 1,banheiro,https://www.quintoandar.com.br/img/med/892937132-976.4985263608535IMG0178.jpg,data/external/quintoandar/images/banheiro/892937132_038_3813639_detalhe_banheiro_de_servico_1.jpg,True,8132
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813640,Detalhe banheiro de serviço 1,banheiro,https://www.quintoandar.com.br/img/med/892937132-455.04059366785964IMG0179.jpg,data/external/quintoandar/images/banheiro/892937132_039_3813640_detalhe_banheiro_de_servico_1.jpg,True,33353
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813643,Área de Serviço,area_servico,https://www.quintoandar.com.br/img/med/892937132-271.64504649737296IMG0182.jpg,data/external/quintoandar/images/area_servico/892937132_042_3813643_area_de_servico.jpg,True,22464
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813644,Área de Serviço,area_servico,https://www.quintoandar.com.br/img/med/892937132-576.8598690288012IMG0183.jpg,data/external/quintoandar/images/area_servico/892937132_043_3813644_area_de_servico.jpg,True,17765
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813645,Quarto de Serviço 2,quarto,https://www.quintoandar.com.br/img/med/892937132-61.77759802739058IMG0184.jpg,data/external/quintoandar/images/quarto/892937132_044_3813645_quarto_de_servico_2.jpg,True,27793
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813646,Quarto de Serviço 2,quarto,https://www.quintoandar.com.br/img/med/892937132-120.36015026191748IMG0185.jpg,data/external/quintoandar/images/quarto/892937132_045_3813646_quarto_de_servico_2.jpg,True,24690
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813647,Banheiro de Serviço 2,banheiro,https://www.quintoandar.com.br/img/med/892937132-573.6088472932814IMG0187.jpg,data/external/quintoandar/images/banheiro/892937132_046_3813647_banheiro_de_servico_2.jpg,True,14464
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813648,Banheiro de Serviço 2,banheiro,https://www.quintoandar.com.br/img/med/892937132-224.94464677072435IMG0188.jpg,data/external/quintoandar/images/banheiro/892937132_047_3813648_banheiro_de_servico_2.jpg,True,13376
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813649,Detalhe banheiro de serviço 2,banheiro,https://www.quintoandar.com.br/img/med/892937132-609.4384460609721IMG0189.jpg,data/external/quintoandar/images/banheiro/892937132_048_3813649_detalhe_banheiro_de_servico_2.jpg,True,16952
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813650,Detalhe banheiro de serviço 2,banheiro,https://www.quintoandar.com.br/img/med/892937132-652.3700674748744IMG0190.jpg,data/external/quintoandar/images/banheiro/892937132_049_3813650_detalhe_banheiro_de_servico_2.jpg,True,10528
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813652,Churrasqueira,churrasqueira,https://www.quintoandar.com.br/img/med/892937132-321.5208436873568IMG0193.jpg,data/external/quintoandar/images/churrasqueira/892937132_051_3813652_churrasqueira.jpg,True,30223
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813653,Churrasqueira,churrasqueira,https://www.quintoandar.com.br/img/med/892937132-757.4134961272557IMG0194.jpg,data/external/quintoandar/images/churrasqueira/892937132_052_3813653_churrasqueira.jpg,True,22531
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813658,Churrasqueira,churrasqueira,https://www.quintoandar.com.br/img/med/892937132-587.2022905874369IMG0199.jpg,data/external/quintoandar/images/churrasqueira/892937132_053_3813658_churrasqueira.jpg,True,25816
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813654,Detalhe churrasqueira,churrasqueira,https://www.quintoandar.com.br/img/med/892937132-929.5075455683656IMG0195.jpg,data/external/quintoandar/images/churrasqueira/892937132_054_3813654_detalhe_churrasqueira.jpg,True,30868
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813655,Banheiro da Churrasqueira,banheiro_churrasqueira,https://www.quintoandar.com.br/img/med/892937132-703.2357383759629IMG0196.jpg,data/external/quintoandar/images/banheiro_churrasqueira/892937132_055_3813655_banheiro_da_churrasqueira.jpg,True,12620
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813656,Banheiro da Churrasqueira,banheiro_churrasqueira,https://www.quintoandar.com.br/img/med/892937132-529.3735350420825IMG0197.jpg,data/external/quintoandar/images/banheiro_churrasqueira/892937132_056_3813656_banheiro_da_churrasqueira.jpg,True,13301
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813657,Detalhe banheiro da Churrasqueira,banheiro_churrasqueira,https://www.quintoandar.com.br/img/med/892937132-662.032450611631IMG0198.jpg,data/external/quintoandar/images/banheiro_churrasqueira/892937132_057_3813657_detalhe_banheiro_da_churrasqueira.jpg,True,20162
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813659,Varanda,varanda,https://www.quintoandar.com.br/img/med/892937132-44.03843125212526IMG0200.jpg,data/external/quintoandar/images/varanda/892937132_058_3813659_varanda.jpg,True,22840
quintoandar,892937132,https://www.quintoandar.com.br/imovel/892937132/alugar/casa-5-quartos-vila-jacui-sao-paulo,https://www.quintoandar.com.br/alugar/imovel/sao-paulo-sp-brasil/mobiliado,340,True,5,Vila Jacuí,"Avenida Tenente Laudelino Ferreira do Amaral, Vila Jacuí, São Paulo",3813660,Varanda,varanda,https://www.quintoandar.com.br/img/med/892937132-193.90253309197482IMG0201.jpg,data/external/quintoandar/images/varanda/892937132_059_3813660_varanda.jpg,True,26079
